uid_adresse;cle_interop;commune_insee;commune_nom;commune_deleguee_insee;commune_deleguee_nom;voie_nom;lieudit_complement_nom;numero;suffixe;position;x;y;long;lat;cad_parcelles;source;date_der_maj;commune_nom_bre;commune_deleguee_nom_bre;voie_nom_bre;lieudit_complement_bre;certification_commune
@a:175c81ac-4343-4eb5-b071-bb780c8c7963 @v:bd0456f8-cebf-4943-bba9-ca58591e339e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0392_00014;35047;Bruz;;;Impasse du Hil;;14;;parcelle;347289.7;6779748;-1.7341970788311294;48.022928009801305;350047000BI0376;Rennes Métropole;2021-03-15;Bruz;;Hent-dall an Hil;;1
@a:aec348c9-29e3-43d2-b471-56072ad4b12c @v:bd0456f8-cebf-4943-bba9-ca58591e339e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0392_00015;35047;Bruz;;;Impasse du Hil;;15;;parcelle;347276.44;6779744;-1.7343713092357378;48.02288513229424;350047000BI0374;Rennes Métropole;2021-03-15;Bruz;;Hent-dall an Hil;;1
@a:508d2251-f01f-4220-9020-84ca6a96bcfc @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00001;35047;Bruz;;;Mail de l'Ile aux Moines;;1;;parcelle;345569.97;6780435;-1.7577788792417859;48.028167670853264;350047000CH0035;Rennes Métropole;2021-03-15;Bruz;;Mailh Enizenac'h;;1
@a:e918cc64-7f3f-4a41-b58b-9064e4b8b5d8 @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00002;35047;Bruz;;;Mail de l'Ile aux Moines;;2;;bâtiment;345619.3;6780401;-1.7570903789117265;48.02788960229322;350047000CH0047;Rennes Métropole;2021-06-09;Bruz;;Mailh Enizenac'h;;1
@a:3464293b-18b7-49ae-b0e9-c10accf8ce52 @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00003;35047;Bruz;;;Mail de l'Ile aux Moines;;3;;parcelle;345571.03;6780441.5;-1.7577701631597638;48.02822930376979;350047000CH0036;Rennes Métropole;2021-03-15;Bruz;;Mailh Enizenac'h;;1
@a:e9dbdb87-e0dd-49cd-9e1f-7da82cd2e471 @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00004;35047;Bruz;;;Mail de l'Ile aux Moines;;4;;bâtiment;345657;6780381.5;-1.7565700014715606;48.02773521490385;350047000CH0052;Rennes Métropole;2021-09-20;Bruz;;Mailh Enizenac'h;;1
@a:ae57dbc7-ba21-45ab-af59-cbc75bb97d8f @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00005;35047;Bruz;;;Mail de l'Ile aux Moines;;5;;parcelle;345572.9;6780448.5;-1.757750392050628;48.02829246905257;350047000CH0037;Rennes Métropole;2021-03-15;Bruz;;Mailh Enizenac'h;;1
@a:4c787135-7ed8-4a1f-aca7-474c1e0253b0 @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00006;35047;Bruz;;;Mail de l'Ile aux Moines;;6;;parcelle;345642.44;6780416;-1.7567931951420441;48.028038225985526;350047000CH0077;Rennes Métropole;2021-06-09;Bruz;;Mailh Enizenac'h;;1
@a:0af97374-2249-4207-8537-93a16a34f7ee @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00007;35047;Bruz;;;Mail de l'Ile aux Moines;;7;;parcelle;345575.03;6780455.5;-1.757727631652466;48.028357908362025;350047000CH0038;Rennes Métropole;2021-03-15;Bruz;;Mailh Enizenac'h;;1
@a:bf1050e8-6171-4aed-94fd-c3d0f1f969fe @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00008;35047;Bruz;;;Mail de l'Ile aux Moines;;8;;parcelle;345649.8;6780414;-1.7566925344148072;48.02802354436759;350047000CH0076;Rennes Métropole;2021-06-09;Bruz;;Mailh Enizenac'h;;1
@a:55f777bd-2ac1-4eba-9851-41a2c104db41 @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00009;35047;Bruz;;;Mail de l'Ile aux Moines;;9;;parcelle;345577.06;6780464;-1.7577074515184896;48.02843398959473;350047000CH0039;Rennes Métropole;2021-03-15;Bruz;;Mailh Enizenac'h;;1
@a:db403a3d-1c6b-4e50-a969-70d680eab56d @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00010;35047;Bruz;;;Mail de l'Ile aux Moines;;10;;bâtiment;345625.66;6780422.5;-1.7570227892017758;48.02808506382043;350047000CH0046;Rennes Métropole;2021-03-15;Bruz;;Mailh Enizenac'h;;1
@a:f20535b8-a485-4d00-aff4-38f572b736fc @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00011;35047;Bruz;;;Mail de l'Ile aux Moines;;11;;parcelle;345578.94;6780471.5;-1.7576882734332826;48.02850357978401;350047000CH0040;Rennes Métropole;2021-03-15;Bruz;;Mailh Enizenac'h;;1
@a:b90c7f83-b9b9-489d-b57c-72f9662b3979 @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00012;35047;Bruz;;;Mail de l'Ile aux Moines;;12;;bâtiment;345629.8;6780437;-1.756979355078442;48.02822123004105;350047000CH0046;Rennes Métropole;2021-03-15;Bruz;;Mailh Enizenac'h;;1
@a:6487ee88-a1e5-4f0f-a250-f2f734280291 @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00013;35047;Bruz;;;Mail de l'Ile aux Moines;;13;;bâtiment;345584.03;6780505.5;-1.757647556965525;48.028808762626966;350047000CI0053;Rennes Métropole;2021-03-15;Bruz;;Mailh Enizenac'h;;1
@a:41d8732a-7526-4500-a740-f924f677cb91 @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00014;35047;Bruz;;;Mail de l'Ile aux Moines;;14;;bâtiment;345633.72;6780453;-1.756939894961768;48.028365831184146;350047000CH0046;Rennes Métropole;2021-03-15;Bruz;;Mailh Enizenac'h;;1
@a:3b12851d-0961-498a-af44-998cd0bff4ea @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00016;35047;Bruz;;;Mail de l'Ile aux Moines;;16;;bâtiment;345637.84;6780486.5;-1.7569115166376494;48.028669336846335;350047000CH0080;Rennes Métropole;2021-09-20;Bruz;;Mailh Enizenac'h;;1
@a:54701da3-5d48-4fe0-b8be-e623faa889cc @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00018;35047;Bruz;;;Mail de l'Ile aux Moines;;18;;bâtiment;345641.94;6780516;-1.7568807430321005;48.02893624301841;350047000CH0080;Rennes Métropole;2021-09-20;Bruz;;Mailh Enizenac'h;;1
@a:eaba3b24-12f3-48b8-ac04-e68230d2972e @v:e67482d9-7151-4f19-8779-6d613646e8cc @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0394_00020;35047;Bruz;;;Mail de l'Ile aux Moines;;20;;bâtiment;345670.72;6780644.5;-1.7565986010082795;48.030103285719804;350047000CI0020|350047000CH0016|350047000CH0021|350047000CH0033|350047000CH0034|350047000CH0042|350047000CH0043|350047000CH0079|350047000CH0275|350047000CH0279|350047000CH0292|350047000CH0298|350047000CH0314|350047000CH0330|350047000CH0348|350047000CH0350|350047000CH0374|350047000CH0408|350047000CH0465|350047000CH0471|350047000CI0011|350047000CI0012|350047000CI0013|350047000CI0019|350047000CI0052|350047000CI0063|350047000CI0064|350047000CI0068;Rennes Métropole;2021-09-20;Bruz;;Mailh Enizenac'h;;1
@a:32332455-1f39-40f0-8d83-c3045f5d1ca2 @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00001;35047;Bruz;;;Allée de Hoëdic;;1;;parcelle;345233.28;6780437.5;-1.7622896373659385;48.02801068628145;350047000CH0008;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:a5588fa3-1629-45d7-9218-6cf4f70ae4cf @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00002;35047;Bruz;;;Allée de Hoëdic;;2;;parcelle;345240.47;6780421;-1.7621799374119547;48.02786616647711;350047000CH0009;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:21c23b91-d671-433f-b4d4-579dcb768741 @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00003;35047;Bruz;;;Allée de Hoëdic;;3;;parcelle;345251.4;6780442.5;-1.7620509375997153;48.02806342697756;350047000CH0007;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:e093d582-2eea-4eb8-9c97-82651a4022be @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00004;35047;Bruz;;;Allée de Hoëdic;;4;;bâtiment;345255.84;6780425.5;-1.7619777481136545;48.02791246216578;350047000CH0010;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:a6f072e8-e2c1-4b4d-8406-34b6048ed960 @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00005;35047;Bruz;;;Allée de Hoëdic;;5;;parcelle;345269.94;6780447;-1.7618065151861622;48.02811575390865;350047000CH0006;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:0f82851f-dccf-4e72-a38e-7fd1b4f439d7 @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00006;35047;Bruz;;;Allée de Hoëdic;;6;;parcelle;345274.78;6780430;-1.7617277489900323;48.027963337858324;350047000CH0011;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:162a460b-ce73-422e-a791-828e5921868c @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00007;35047;Bruz;;;Allée de Hoëdic;;7;;parcelle;345290.5;6780451.5;-1.761534561281513;48.02816386859394;350047000CH0005;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:55e481fa-6851-40af-8b3d-8ca8507d405d @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00008;35047;Bruz;;;Allée de Hoëdic;;8;;parcelle;345292.28;6780433.5;-1.7614959911435972;48.02800442772031;350047000CH0012;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:041fa0ba-5198-4ef4-9389-7b2c80fab546 @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00009;35047;Bruz;;;Allée de Hoëdic;;9;;parcelle;345310;6780454.5;-1.7612760209677492;48.02820262562206;350047000CH0004;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:5a05bc59-5a30-4501-8616-8a00f0d143b6 @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00010;35047;Bruz;;;Allée de Hoëdic;;10;;parcelle;345310.97;6780436.5;-1.761248499811509;48.02804210461184;350047000CH0013;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:f1263744-70ac-47ba-824f-ebacbd70f4d2 @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00011;35047;Bruz;;;Allée de Hoëdic;;11;;parcelle;345328.94;6780457;-1.7610242554338351;48.02823399549238;350047000CH0003;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:b11129c8-555e-435e-a1b2-681cfbbc7361 @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00012;35047;Bruz;;;Allée de Hoëdic;;12;;parcelle;345329.5;6780439;-1.7610022046427047;48.02807333408739;350047000CH0014;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:5c5d697c-a8a2-4a11-8c50-db5a10087973 @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00014;35047;Bruz;;;Allée de Hoëdic;;14;;bâtiment;345365.03;6780442;-1.760528679307203;48.02811953884356;350047000CH0018;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:1f23801f-7e79-4544-8431-fe5c389a2a47 @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00016;35047;Bruz;;;Allée de Hoëdic;;16;;bâtiment;345367.2;6780461;-1.7605153439373744;48.028293668405134;350047000CH0018;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:d9a35ef3-f1bc-422e-b8c2-467b0ba07846 @v:d4847ade-6c7d-4afe-925a-0f1bbd82513b @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0395_00018;35047;Bruz;;;Allée de Hoëdic;;18;;parcelle;345358.1;6780473.5;-1.7606473473486388;48.028401468329;350047000CH0018;Rennes Métropole;2021-03-15;Bruz;;Alez Edig;;1
@a:c6e390d6-e7a2-4573-be72-67a72c40ffb1 @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00001;35047;Bruz;;;Rue Hippolyte Bousquet;;1;;bâtiment;345623.4;6779924;-1.7566505012458529;48.0236082608215;350047000CE0122;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:d02a69d8-bd7a-4652-b3c2-413b2efd882e @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00002;35047;Bruz;;;Rue Hippolyte Bousquet;;2;;bâtiment;345597.44;6779930.5;-1.757003325666238;48.02365072364085;350047000CE0125;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:631f9797-650b-49ef-bd0a-e110b86b7d17 @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00003;35047;Bruz;;;Rue Hippolyte Bousquet;;3;;parcelle;345619.38;6779902.5;-1.7566871504252415;48.02341048222088;350047000CE0122;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:7d5a151c-b22b-473f-bbaa-050a5283002b @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00004;35047;Bruz;;;Rue Hippolyte Bousquet;;4;;parcelle;345623.4;6779851.5;-1.7565918510515608;48.022954779289016;350047000CE0119;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:7508466f-e31e-47ff-8371-7301f43687aa @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00005;35047;Bruz;;;Rue Hippolyte Bousquet;;5;;bâtiment;345635;6779852;-1.7564374663199622;48.02296892788355;350047000CE0107;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:7a166745-0cea-4d83-bdca-018043609fa3 @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00006;35047;Bruz;;;Rue Hippolyte Bousquet;;6;;parcelle;345620.94;6779832;-1.7566092969115992;48.02278034678813;350047000CE0118;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:d018b6b3-5cca-4a68-9100-730d68febbc3 @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00007;35047;Bruz;;;Rue Hippolyte Bousquet;;7;;bâtiment;345633.06;6779832;-1.756446782297061;48.02278510626041;350047000CE0108;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:2eea4174-0a01-4f8d-848a-b536f4f061f9 @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00008;35047;Bruz;;;Rue Hippolyte Bousquet;;8;;parcelle;345617.6;6779812.5;-1.756638351986144;48.0226048275927;350047000CE0117;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:8027fcf7-2dc5-4d07-80e0-0bc4133530ed @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00009;35047;Bruz;;;Rue Hippolyte Bousquet;;9;;bâtiment;345629.88;6779812;-1.756473281824125;48.022604439348946;350047000CE0109;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:5999d125-27fb-48fa-bdcb-1ffac3005ab1 @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00010;35047;Bruz;;;Rue Hippolyte Bousquet;;10;;parcelle;345615.7;6779798;-1.7566523354277792;48.02247263471855;350047000CE0116;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:ef1d0d8a-50e8-43e7-aa8a-5825cb7465c8 @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00011;35047;Bruz;;;Rue Hippolyte Bousquet;;11;;bâtiment;345627.97;6779794;-1.7564847382646025;48.02244471126722;350047000CE0110;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:e62d716a-00c9-47b7-937f-5166823a5774 @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00012;35047;Bruz;;;Rue Hippolyte Bousquet;;12;;parcelle;345584.7;6779797.5;-1.7570667939227669;48.022449940960485;350047000CE0355;Rennes Métropole;2016-12-30;Bruz;;Straed Hipolyte Bousquet;;1
@a:1e1f84e2-eb15-4440-8ae6-4626c3e1dac6 @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00013;35047;Bruz;;;Rue Hippolyte Bousquet;;13;;parcelle;345625.78;6779768;-1.7564924452417143;48.022205927775005;350047000CE0112;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:776f8e31-e273-4381-9b2c-d059c4de7f6d @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00015;35047;Bruz;;;Rue Hippolyte Bousquet;;15;;parcelle;345614.25;6779775;-1.7566527131432252;48.022263949541674;350047000CE0113;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:1a083dc0-b343-49f3-af2c-a4d1dab9c21e @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00017;35047;Bruz;;;Rue Hippolyte Bousquet;;17;;bâtiment;345601.75;6779776;-1.756820878112589;48.02226783453493;350047000CE0114;Rennes Métropole;2021-03-15;Bruz;;Straed Hipolyte Bousquet;;1
@a:3ada21a6-e9a2-459c-9e26-5bdbe7549a15 @v:9bcbb136-e9a1-4782-a25e-f195ce2d6a4e @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0396_00019;35047;Bruz;;;Rue Hippolyte Bousquet;;19;;parcelle;345582.47;6779775;-1.7570781217850513;48.02224650793179;350047000CE0355;Rennes Métropole;2016-12-30;Bruz;;Straed Hipolyte Bousquet;;1
@a:e7c740d9-e8d9-4d45-a85f-c9a7e14881b7 @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00001;35047;Bruz;;;Square de l'Ile de Groix;;1;;parcelle;345677.34;6780465;-1.756365078803438;48.0284970505552;350047000CH0083;Rennes Métropole;2025-01-17;Bruz;;Skwar Enez-Groe;;1
@a:8b5fbe81-1c11-4327-a46d-c6da89d49766 @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00002;35047;Bruz;;;Square de l'Ile de Groix;;2;;parcelle;345652.28;6780451.5;-1.7566897570701698;48.02836057892547;350047000CH0078;Rennes Métropole;2025-01-17;Bruz;;Skwar Enez-Groe;;1
@a:3291ce34-a312-46ea-a448-c46385878d03 @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00003;35047;Bruz;;;Square de l'Ile de Groix;;3;;parcelle;345687;6780462.5;-1.7562337451638457;48.0284782235512;350047000CH0084;Rennes Métropole;2025-01-17;Bruz;;Skwar Enez-Groe;;1
@a:0ceed1e4-7b7e-4648-88b4-f7a97209db54 @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00004;35047;Bruz;;;Square de l'Ile de Groix;;4;;bâtiment;345662.6;6780448.5;-1.756549328871533;48.02834076301444;350047000CH0074;Rennes Métropole;2025-01-17;Bruz;;Skwar Enez-Groe;;1
@a:ec1de5a0-9964-4f6d-804a-61d462b46d9d @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00005;35047;Bruz;;;Square de l'Ile de Groix;;5;;parcelle;345696.44;6780460;-1.7561054635968072;48.02846026841403;350047000CH0085;Rennes Métropole;2025-01-17;Bruz;;Skwar Enez-Groe;;1
@a:ef647a76-b174-4f16-bf93-af3d3abc2bba @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00006;35047;Bruz;;;Square de l'Ile de Groix;;6;;bâtiment;345671.78;6780446;-1.7564241430015695;48.028322985454565;350047000CH0073;Rennes Métropole;2025-01-17;Bruz;;Skwar Enez-Groe;;1
@a:7b446676-33b1-4212-8121-ce66b94bbeab @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00007;35047;Bruz;;;Square de l'Ile de Groix;;7;;parcelle;345709.28;6780456;-1.755930489147588;48.028435303828445;350047000CH0086;Rennes Métropole;2025-01-17;Bruz;;Skwar Enez-Groe;;1
@a:b1e138d6-2067-44b3-8e69-8456c85899fb @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00008;35047;Bruz;;;Square de l'Ile de Groix;;8;;bâtiment;345683.4;6780443;-1.7562659452696434;48.028300789336974;350047000CH0072;Rennes Métropole;2025-01-17;Bruz;;Skwar Enez-Groe;;1
@a:040340f4-117c-497a-9aee-d5027cc7995f @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00009;35047;Bruz;;;Square de l'Ile de Groix;;9;;parcelle;345732.62;6780451;-1.7556137256976398;48.02840251217876;350047000CH0087;Rennes Métropole;2021-03-15;Bruz;;Skwar Enez-Groe;;1
@a:fcc1f714-2936-4a77-a848-bf35035dec67 @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00010;35047;Bruz;;;Square de l'Ile de Groix;;10;;bâtiment;345702.7;6780437.5;-1.756003410489775;48.02826365667941;350047000CH0071;Rennes Métropole;2025-01-17;Bruz;;Skwar Enez-Groe;;1
@a:9a1cec80-d628-4313-b5bd-2fa2d2b7572d @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00011;35047;Bruz;;;Square de l'Ile de Groix;;11;;parcelle;345761.7;6780455;-1.7552276236718423;48.02845430335122;350047000CH0088;Rennes Métropole;2021-03-15;Bruz;;Skwar Enez-Groe;;1
@a:36ebe8eb-368d-4238-b104-e724dd5fcebc @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00013;35047;Bruz;;;Square de l'Ile de Groix;;13;;parcelle;345751.53;6780439;-1.7553506069467155;48.02830234822236;350047000CH0089;Rennes Métropole;2021-03-15;Bruz;;Skwar Enez-Groe;;1
@a:7d27abc6-dc54-4108-9a5a-c84b211c1453 @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00014;35047;Bruz;;;Square de l'Ile de Groix;;14;;bâtiment;345683.84;6780415.5;-1.756238372571225;48.02805666072292;350047000CH0070;Rennes Métropole;2021-03-15;Bruz;;Skwar Enez-Groe;;1
@a:b55bc33b-66e8-4cab-a877-bd67993088a6 @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00015;35047;Bruz;;;Square de l'Ile de Groix;;15;;bâtiment;345762.8;6780428;-1.755190799594942;48.028210729161955;350047000CH0090;Rennes Métropole;2021-03-15;Bruz;;Skwar Enez-Groe;;1
@a:293776cf-07f9-418f-b5ff-bd090e0bb3f4 @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00016;35047;Bruz;;;Square de l'Ile de Groix;;16;;bâtiment;345690.7;6780401;-1.756134788002536;48.02792686400153;350047000CH0068;Rennes Métropole;2021-03-15;Bruz;;Skwar Enez-Groe;;1
@a:d6a4ae96-5268-430a-a14d-62f899a41e1b @v:cb8aceb0-db0a-42f8-8ae2-27518c781378 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0397_00017;35047;Bruz;;;Square de l'Ile de Groix;;17;;bâtiment;345791.62;6780443.5;-1.754817317978865;48.028363187071484;350047000CH0091;Rennes Métropole;2025-01-14;Bruz;;Skwar Enez-Groe;;1
